,HSFGM,HSFGA,HSFGM3,HSFGA3,HSFTM,HSFTA,HSOR,HSDR,HSAst,HSTO,HSStl,HSBlk,HSPF,LSFGM,LSFGA,LSFGM3,LSFGA3,LSFTM,LSFTA,LSOR,LSDR,LSAst,LSStl,LSBlk,LSPF,LSTO,LS_power_seed,HS_power_seed,first_round,second_round,sweet_16,elite_8,final_four,championship,HS_avg_score,HS_avg_against,LS_avg_score,LS_avg_against,HS_wins,HS_loss,LS_wins,LS_loss,HS_op_FGM,HS_op_FGA,HS_op_FMG3,HS_op_FGA3,HS_op_OR,HS_op_DR,HS_op_To,LS_op_FGM,LS_op_FGA,LS_op_FMG3,LS_op_FGA3,LS_op_OR,LS_op_DR,LS_op_To,HS_power_conf,HS_mid_conf,HS_low_conf,LS_power_conf,LS_mid_conf,LS_low_conf,HS_conf_champ,LS_conf_champ,HS_page_rank,LS_page_rank,HS_historical_tournament_win%,LS_historical_tournament_win%
0,27.764705882352942,62.205882352941174,10.058823529411764,29.764705882352942,16.58823529411765,22.852941176470587,11.264705882352942,29.61764705882353,15.205882352941176,13.588235294117647,6.0588235294117645,5.0588235294117645,18.61764705882353,24.848484848484848,55.333333333333336,6.848484848484849,20.727272727272727,13.818181818181818,18.696969696969695,8.727272727272727,22.606060606060606,11.515151515151516,5.363636363636363,3.6666666666666665,15.848484848484848,10.0,32,1,0.0,1,0.0,0.0,0.0,0.0,82.17647058823529,68.5,70.36363636363636,63.15151515151515,29.0,5.0,21.0,12.0,23.941176470588236,64.38235294117646,5.529411764705882,19.705882352941178,9.5,23.470588235294116,11.411764705882353,23.303030303030305,54.484848484848484,5.545454545454546,17.272727272727273,7.636363636363637,21.545454545454547,11.090909090909092,1,0,0,1,0,0,1,0,0.01188491384982573,0.007511620624928789,0.5384615384615384,0.6181818181818182
1,27.529411764705884,59.61764705882353,7.764705882352941,22.529411764705884,12.205882352941176,16.970588235294116,11.676470588235293,24.41176470588235,14.823529411764707,9.441176470588236,8.323529411764707,4.764705882352941,16.558823529411764,28.53125,62.78125,8.0625,23.5,15.09375,20.4375,10.40625,23.1875,16.5625,6.625,3.4375,14.6875,9.5625,31,2,0.0,1,0.0,0.0,0.0,0.0,75.02941176470588,56.5,80.21875,74.40625,31.0,3.0,19.0,13.0,18.764705882352942,51.5,6.264705882352941,22.529411764705884,7.617647058823529,19.823529411764707,13.617647058823529,28.4375,59.96875,7.0625,19.3125,8.09375,23.9375,12.28125,0,1,0,1,0,0,0,0,0.008432525994621224,0.007067858253250175,0.5555555555555556,0.47368421052631576
2,27.647058823529413,59.38235294117647,6.970588235294118,20.264705882352942,12.676470588235293,17.676470588235293,8.470588235294118,24.764705882352942,16.441176470588236,12.058823529411764,8.794117647058824,3.764705882352941,16.558823529411764,25.8125,58.59375,6.5,20.71875,14.59375,20.78125,9.84375,22.96875,14.1875,8.0,5.09375,19.21875,11.875,35,3,0.0,1,0.0,0.0,0.0,0.0,74.94117647058823,67.94117647058823,72.71875,67.0625,27.0,7.0,20.0,12.0,24.205882352941178,58.1764705882353,6.382352941176471,20.441176470588236,8.735294117647058,23.294117647058822,13.5,22.96875,56.4375,5.5625,19.3125,10.15625,21.625,12.59375,1,0,0,1,0,0,0,0,0.012535258513492005,0.005523618542846165,0.736,0.6428571428571429
3,25.441176470588236,55.38235294117647,6.882352941176471,21.08823529411765,15.323529411764707,20.61764705882353,11.029411764705882,25.205882352941178,15.5,10.411764705882353,4.794117647058823,3.6176470588235294,13.705882352941176,26.060606060606062,57.484848484848484,7.2727272727272725,20.87878787878788,16.90909090909091,22.818181818181817,9.878787878787879,21.696969696969695,13.151515151515152,6.696969696969697,3.090909090909091,18.424242424242426,12.454545454545455,36,4,0.0,1,0.0,0.0,0.0,0.0,73.08823529411765,62.73529411764706,76.3030303030303,71.03030303030303,29.0,5.0,19.0,14.0,24.058823529411764,57.705882352941174,6.411764705882353,20.41176470588235,6.323529411764706,18.176470588235293,9.088235294117647,24.575757575757574,54.90909090909091,6.545454545454546,19.21212121212121,8.363636363636363,20.96969696969697,14.121212121212121,1,0,0,1,0,0,1,0,0.011214334615820831,0.006375749706278784,0.5555555555555556,0.5641025641025641
4,29.61764705882353,60.76470588235294,8.852941176470589,25.441176470588236,11.852941176470589,16.441176470588236,7.352941176470588,21.205882352941178,17.558823529411764,10.529411764705882,9.411764705882353,3.1470588235294117,16.264705882352942,28.363636363636363,59.93939393939394,9.363636363636363,25.96969696969697,13.393939393939394,17.666666666666668,7.909090909090909,19.757575757575758,16.03030303030303,10.333333333333334,2.6666666666666665,18.12121212121212,10.666666666666666,28,5,0.0,1,0.0,0.0,0.0,0.0,79.94117647058823,70.58823529411765,79.48484848484848,74.57575757575758,28.0,6.0,24.0,9.0,25.647058823529413,57.64705882352941,7.617647058823529,21.61764705882353,9.470588235294118,23.5,14.911764705882353,25.333333333333332,56.878787878787875,8.878787878787879,25.060606060606062,11.0,23.151515151515152,16.333333333333332,0,0,0,1,0,0,1,0,0.007702550400559688,0.006345449678499451,0.48484848484848486,0.43243243243243246
5,27.91176470588235,60.94117647058823,6.147058823529412,17.705882352941178,11.941176470588236,16.529411764705884,10.235294117647058,22.323529411764707,14.088235294117647,9.470588235294118,8.411764705882353,3.8529411764705883,15.676470588235293,25.5625,56.6875,7.71875,21.46875,12.84375,17.375,7.53125,25.4375,11.0,5.125,2.90625,16.46875,10.65625,38,6,0.0,1,0.0,0.0,0.0,0.0,73.91176470588235,60.294117647058826,71.6875,64.65625,29.0,5.0,23.0,9.0,21.735294117647058,53.470588235294116,6.529411764705882,21.0,7.352941176470588,21.823529411764707,15.0,23.625,56.9375,6.59375,21.28125,7.0,22.71875,11.46875,1,0,0,0,1,0,0,0,0.008126054108478902,0.0070712658048054,0.6625,0.0
6,28.205882352941178,60.1764705882353,7.147058823529412,21.08823529411765,14.294117647058824,19.0,8.588235294117647,23.147058823529413,15.911764705882353,11.029411764705882,8.058823529411764,3.6470588235294117,17.61764705882353,23.53125,58.0,7.65625,23.875,12.9375,17.21875,8.90625,23.21875,12.9375,7.96875,4.125,16.15625,9.125,26,7,0.0,1,0.0,0.0,0.0,0.0,77.8529411764706,67.41176470588235,67.65625,62.46875,26.0,8.0,21.0,11.0,23.5,55.88235294117647,6.470588235294118,19.794117647058822,8.411764705882353,22.823529411764707,15.382352941176471,21.78125,52.875,7.59375,22.40625,7.3125,24.53125,13.6875,1,0,0,1,0,0,1,0,0.012501799624183393,0.0075705978533851265,0.5172413793103449,0.5
7,29.38235294117647,59.26470588235294,8.588235294117647,22.5,15.323529411764707,21.61764705882353,8.823529411764707,27.294117647058822,19.176470588235293,13.117647058823529,6.117647058823529,3.2058823529411766,17.029411764705884,25.741935483870968,57.193548387096776,7.483870967741935,18.93548387096774,11.258064516129032,14.774193548387096,7.096774193548387,24.93548387096774,14.838709677419354,4.612903225806452,2.870967741935484,16.516129032258064,10.32258064516129,25,8,0.0,1,0.0,0.0,0.0,0.0,82.67647058823529,71.5,70.2258064516129,67.38709677419355,28.0,6.0,19.0,12.0,25.852941176470587,63.294117647058826,8.029411764705882,24.5,8.764705882352942,21.558823529411764,11.676470588235293,24.258064516129032,57.70967741935484,6.967741935483871,22.129032258064516,7.709677419354839,22.548387096774192,9.419354838709678,1,0,0,1,0,0,1,0,0.01052122970559166,0.005948838108275125,0.6363636363636364,0.6666666666666666
8,26.1875,57.75,7.125,20.9375,16.0,21.34375,8.78125,23.625,16.75,13.6875,7.6875,2.78125,17.6875,27.515151515151516,58.878787878787875,8.909090909090908,24.757575757575758,12.696969696969697,16.545454545454547,7.515151515151516,27.242424242424242,15.909090909090908,5.242424242424242,4.181818181818182,13.151515151515152,10.969696969696969,24,9,0.0,1,0.0,0.0,0.0,0.0,75.5,69.03125,76.63636363636364,68.48484848484848,23.0,9.0,21.0,12.0,24.0625,57.375,6.34375,21.09375,8.75,21.46875,14.25,26.515151515151516,62.84848484848485,6.393939393939394,18.727272727272727,7.636363636363637,23.242424242424242,9.515151515151516,1,0,0,0,0,0,0,0,0.00946936976998162,0.00498361713928837,0.4827586206896552,0.36
9,32.03125,61.34375,7.71875,20.125,14.71875,20.96875,8.9375,24.40625,16.21875,10.1875,7.25,3.25,16.84375,25.0,60.470588235294116,7.5,23.91176470588235,12.823529411764707,18.61764705882353,9.352941176470589,23.705882352941178,14.235294117647058,7.264705882352941,4.676470588235294,18.529411764705884,11.529411764705882,42,10,0.0,1,0.0,0.0,0.0,0.0,86.5,73.875,70.32352941176471,67.70588235294117,27.0,5.0,22.0,12.0,26.90625,60.09375,8.28125,23.6875,7.5625,21.3125,12.78125,23.205882352941178,58.294117647058826,7.647058823529412,22.764705882352942,9.852941176470589,24.941176470588236,13.705882352941176,0,1,0,1,0,0,1,0,0.009049254471737957,0.0059829353350409255,0.6307692307692307,0.46153846153846156
10,30.205882352941178,61.088235294117645,7.5588235294117645,19.11764705882353,13.441176470588236,18.823529411764707,9.058823529411764,25.735294117647058,19.264705882352942,12.352941176470589,6.529411764705882,3.176470588235294,15.882352941176471,24.0,56.75757575757576,5.212121212121212,19.575757575757574,12.696969696969697,19.636363636363637,11.666666666666666,23.393939393939394,14.181818181818182,8.848484848484848,3.4242424242424243,15.121212121212121,12.090909090909092,43,11,0.0,1,0.0,0.0,0.0,0.0,81.41176470588235,74.05882352941177,65.9090909090909,61.0,25.0,9.0,21.0,12.0,27.235294117647058,61.470588235294116,7.529411764705882,21.0,7.794117647058823,21.11764705882353,11.5,21.424242424242426,54.36363636363637,7.363636363636363,23.939393939393938,8.696969696969697,21.696969696969695,13.515151515151516,0,0,0,1,0,0,0,0,0.007049928183220436,0.005476463253653869,0.5185185185185185,0.5
11,25.71875,57.59375,9.6875,26.0625,16.03125,21.40625,9.75,20.46875,14.5,11.96875,6.65625,2.375,17.375,27.5,59.96875,6.375,18.03125,13.6875,19.46875,11.8125,24.375,15.3125,6.46875,3.75,16.125,10.8125,21,12,0.0,1,0.0,0.0,0.0,0.0,77.15625,70.25,75.0625,68.03125,22.0,10.0,21.0,11.0,25.46875,56.1875,6.84375,21.25,8.71875,20.5,12.90625,24.375,56.78125,6.625,20.0,6.9375,19.96875,10.40625,1,0,0,1,0,0,0,0,0.010554569820791702,0.00626110180779858,0.6428571428571429,0.7477477477477478
12,25.545454545454547,58.515151515151516,7.787878787878788,23.666666666666668,12.909090909090908,18.09090909090909,11.515151515151516,24.363636363636363,16.90909090909091,11.333333333333334,8.272727272727273,3.6363636363636362,16.757575757575758,25.09375,56.84375,6.8125,19.8125,14.34375,19.5,9.21875,23.4375,13.03125,7.125,3.71875,16.5,10.90625,20,13,0.0,1,0.0,0.0,0.0,0.0,71.78787878787878,58.03030303030303,71.34375,63.8125,23.0,10.0,26.0,6.0,19.484848484848484,52.75757575757576,5.757575757575758,21.96969696969697,7.848484848484849,20.575757575757574,13.969696969696969,22.78125,54.75,6.40625,21.96875,7.3125,20.8125,12.15625,1,0,0,0,1,0,0,1,0.009545113705674011,0.007719004244043739,0.5294117647058824,0.3333333333333333
13,27.606060606060606,60.03030303030303,9.0,25.21212121212121,14.242424242424242,18.87878787878788,11.787878787878787,24.151515151515152,17.272727272727273,12.333333333333334,6.545454545454546,4.878787878787879,18.12121212121212,28.96875,59.625,7.59375,20.65625,13.875,17.875,8.96875,22.90625,14.9375,7.34375,3.28125,14.40625,10.9375,19,14,0.0,1,0.0,0.0,0.0,0.0,78.45454545454545,65.03030303030303,79.40625,72.125,25.0,8.0,25.0,7.0,22.303030303030305,54.39393939393939,4.9393939393939394,16.484848484848484,6.96969696969697,19.21212121212121,12.666666666666666,26.90625,59.84375,7.5625,22.53125,8.28125,20.78125,12.1875,0,0,0,1,0,0,0,0,0.007773059557884272,0.007082991718216581,0.7534246575342466,0.5238095238095238
14,28.454545454545453,58.121212121212125,5.666666666666667,15.303030303030303,12.454545454545455,17.484848484848484,7.787878787878788,25.424242424242426,15.424242424242424,11.181818181818182,5.757575757575758,4.9393939393939394,17.333333333333332,25.625,56.125,7.625,20.78125,12.09375,17.5,9.1875,23.375,12.4375,6.78125,3.5,16.40625,9.46875,18,15,0.0,1,0.0,0.0,0.0,0.0,75.03030303030303,68.45454545454545,70.96875,60.0,22.0,11.0,25.0,7.0,24.12121212121212,58.93939393939394,7.484848484848484,22.515151515151516,9.030303030303031,22.0,10.454545454545455,21.4375,51.625,5.375,16.40625,5.84375,20.4375,11.65625,1,0,0,0,1,0,0,0,0.009657784578409311,0.007598134062273702,0.5901639344262295,0.3333333333333333
15,24.03125,53.46875,6.8125,19.28125,12.9375,18.46875,6.9375,22.53125,15.8125,8.125,6.90625,4.21875,14.3125,26.0,57.61764705882353,6.852941176470588,20.41176470588235,13.676470588235293,17.735294117647058,10.823529411764707,24.88235294117647,14.705882352941176,5.705882352941177,4.470588235294118,15.205882352941176,11.529411764705882,17,16,0.0,1,0.0,0.0,0.0,0.0,67.8125,60.25,72.52941176470588,63.94117647058823,25.0,7.0,26.0,8.0,21.5625,51.90625,7.0,20.59375,6.5625,22.46875,11.5,23.58823529411765,57.61764705882353,6.147058823529412,20.235294117647058,7.764705882352941,20.0,10.529411764705882,1,0,0,1,0,0,0,1,0.00714132323363141,0.008343275290105562,0.5714285714285714,0.7709923664122137
